case_id,lens_id,display_key,title,owners,inventors,legal_status,opportunity_type,lens_in_catalog,ri_notes
auto_hanmi_pharm_amide_cancer_cells_comprising_derivative_growth,122-311-635-653-067,ZA 201400051 B,PHARMACEUTICAL COMPOSITION COMPRISING AMIDE DERIVATIVE INHIBITING THE GROWTH OF CANCER CELLS AND NON-METALLIC SALT LUBRICANT,,KIM YONG II;;KIM KYEONG SOO;;KIM JIN CHEUL;;KIM YO HAN;;PARK JAE HYUN;;WOO YONG SOO,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_hanmi_pharm_capsule_comprising_formulation_levocetirizine_mo,149-153-156-090-155,ZA 201401143 B,CAPSULE FORMULATION COMPRISING MONTELUKAST AND LEVOCETIRIZINE,,KIM YONG II;;KIM DONG HO;;KWON TAEK KWAN;;KIM KYEONG SOO;;PARK JAE HYUN;;WOO JONG SOO,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_hanmi_pharm_cido_compleja_composici_contiene_ester_grasos_in,100-423-044-548-220,CR 20130491 A,COMPOSICIÓN COMPLEJA ORAL QUE CONTIENE ESTER DE ÁCIDO GRASOS OMEGA-3 E INHIBIDOR DE REDUCTASA HMG-COA,,KIM YONG IL;;YOON EUN JIN;;IM HO TAEK;;SHIN YOON SUB;;PARK JAE HYUN;;WOO JONG SOO,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_hanmi_pharm_cido_complexa_composi_compreendendo_graxo_inibid,060-894-975-204-938,BR 112013023819 A2,composição oral complexa compreendendo éster de ácido ômega-3 graxo e inibidor de hmg-coa redutase,,YOON EUN JIN;;IM HO TAEK;;PARK JAE HYUN;;WOO JONG SOO;;KIM YONG IL;;SHIN YOON SUB,DISCONTINUED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_hanmi_pharmaceutical_acid_complex_comprising_ester_fatty_inhibitor_om,078-816-282-823-648,ZA 201307871 B,ORAL COMPLEX COMPOSITION COMPRISING OMEGA-3 FATTY ACID ESTER AND HMG-COA REDUCTASE INHIBITOR,,KIM YONG II;;YOON EUN JIN;;IM HO TAEK;;SHIN YOON SUB;;PARK JAE HYUN;;WOO JONG SOO,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_hanmi_pharmaceutical_compounds_novel_preparation_quinolone_thereof,122-992-260-629-963,EP 0571400 A1,NOVEL QUINOLONE COMPOUNDS AND PROCESSES FOR PREPARATION THEREOF.,,MOON SOON KU - MOKDONG SHINSIG;;LEE GWAN SUN - HANLA APT;;RYOO EUI SANG - BYUN-DONG;;CHANG YOUNG KIL - SAMJEON-DONG;;MOO,DISCONTINUED,therapeutic,false,Deduped patent family (2 of 3 records); review scope and naming.
auto_hanmi_pharmaceutical_compounds_novel_preparation_quinolone_thereof,187-467-734-962-753,WO 1992/012155 A1,NOVEL QUINOLONE COMPOUNDS AND PROCESSES FOR PREPARATION THEREOF,,MOON SOON KU;;LEE GWAN SUN;;RYOO EUI SANG;;CHANG YOUNG KIL;;MOON YOUNG HO;;KIM SANG TAE;;CHUN JONG PIL;;KOH JOON HYUNG;;,PENDING,therapeutic,false,Deduped patent family (2 of 3 records); review scope and naming.
auto_hanmi_science_coli_enterotoxina_expressando_heter_loga_microor,187-891-845-321-935,BR PI9913698 B1,peptídeo sinalizador de enterotoxina ii de e. coli modificado e um microorganismo expressando uma proteína de fusão do peptídeo e uma proteína heteróloga,"HANMI SCIENCE CO., LTD. (US) (2016-06-07);;HANMI HOLDINGS CO., LTD. (KR) (2012-01-17)",LEE GWAN-SUN;;SHIN HOON;;CHOI JAY DO;;CHOI KI DOO;;KWON SE-CHANG;;JUNG SUNG-YOUB,EXPIRED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_haralambidis_cosmo_complex_electrical_peridontal_stimulation_surrou,085-378-791-991-101,WO 2016/179363 A1,DEVICE FOR ELECTRICAL STIMULATION OF PERIDONTAL COMPLEX AND SURROUNDING TISSUE,,HARALAMBIDIS COSMO,PENDING,medical_device,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_haralambidis_cosmo_components_orthodontic_retention,081-696-527-242-521,WO 2016/183457 A1,"ORTHODONTIC RETENTION COMPONENTS, KIT AND SYSTEM",,HARALAMBIDIS COSMO,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_harvey_arthur_anatomical_configuration_connection_forming_like,009-155-050-487-392,WO 1989/009573 A1,METHOD OF FORMING AN ANATOMICAL OCCLUSAL SURFACE CONFIGURATION ON A TOOTH-LIKE MEMBER AND STAMP FOR USE IN CONNECTION THEREWITH,,HARVEY ARTHUR E SR;;HARVEY THOMAS J;;HARVEY DONALD H,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_hasbro_character_figure_wrestler,142-627-257-092-173,GB 2240936 B,Wrestler character figure,,PRICE DANIEL W,EXPIRED,platform,false,Deduped patent family (2 of 4 records); review scope and naming.
auto_hasbro_liran_projectiles_therefor_water_weapon,107-927-328-381-171,IL 304707 A,Water projectiles and toy weapon therefor,,LIRAN GANOR;;YIGAL LIVNE,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_hasbro_machine_sewing,063-537-600-054-869,GB 2239190 A,TOY SEWING MACHINE,,SCHULTHEIS DOUGLAS A,DISCONTINUED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_hasbro_speelgoednaaimachine,139-694-847-777-860,BE 1005377 A0,SPEELGOEDNAAIMACHINE.,,SCHULTHEIS DOUGLAS A. GREENVIEW STREET 24,DISCONTINUED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_higher_vacuum_blocking_laminating_metal_over_plastic,161-167-412-620-920,WO 1994/000618 A1,PROCESS FOR LAMINATING METAL FOR EMI-BLOCKING OVER PLASTIC,,HAN CHULL WOO,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_higher_vacuum_exothermic_glass_manufacturing_reflexible_them_t,199-071-481-739-151,WO 1993/013239 A1,"EXOTHERMIC REFLEXIBLE GLASS, EXOTHERMIC TRANSPARENT GLASS AND PROCESS OF MANUFACTURING THEM",,HAN CHULL WOO,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_hoan_fruit_shears,020-817-018-186-133,WO 2009/091157 A2,FRUIT SHEARS,,,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_hodosh_milton_portion_replaceable_toothbrush,104-423-506-641-696,WO 1993/007778 A1,TOOTHBRUSH WITH REPLACEABLE TIP PORTION,,HODOSH MILTON;;HODOSH ALEX JAY;;HODOSH STEVEN HARRIS,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_hokuriku_seikei_carbide_manufacturing_member_plasma_same_silicon,192-462-419-141-988,WO 2016/159146 A1,"SILICON CARBIDE MEMBER FOR PLASMA TREATMENT DEVICES, AND METHOD FOR MANUFACTURING SAME",,OKESAKU MASAHIRO;;MIYAHARA MICHITO;;ETO HIDEO;;OKUDO YUKIO;;SAITO MAKOTO;;SANDA HIROSHI,PENDING,medical_device,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_honeywell_safety_rnindkapsling,119-048-565-156-749,DK 2689590 T3,HØREVÆRNINDKAPSLING,,JENKINS JOHN,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_household_health_hygiene_oral_production_solid_thereof,140-554-547-540-408,WO 2009/088229 A2,SOLID ORAL HYGIENE COMPOSITION AND PRODUCTION METHOD THEREOF,,,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_huestis_machine_oven_warming,013-878-488-125-672,WO 2017/011016 A1,WARMING OVEN,,BETTENCOURT STEPHEN,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_hutson_william_dimensional_display_multi_processing,005-937-157-551-754,EP 0562004 A1,MULTI-DIMENSIONAL DATA PROCESSING AND DISPLAY.,,HUTSON WILLIAM H,EXPIRED,platform,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_hutson_william_dimensional_display_multi_processing,166-400-598-415-940,WO 1992/010880 A1,MULTI-DIMENSIONAL DATA PROCESSING AND DISPLAY,,HUTSON WILLIAM H,PATENTED,platform,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_hwan_centralized_collecting_defect_defective_displayi,069-712-558-030-217,WO 1991/012704 A1,CENTRALIZED DEVICE FOR DISPLAYING DEFECTIVE LOCATIONS OF LIGHTING FIXTURES AND METHOD OF COLLECTING INFORMATION ON DEFECT,,BAE HEE HWAN,PENDING,medical_device,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_hwang_cooled_plasma_torch_water,165-718-340-844-856,WO 2016/204332 A1,WATER-COOLED PLASMA TORCH,,HWANG WON-GYU,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_hwang_kapsoon_bowl_fabrication_foldable_instant_noodles_thereo,121-338-914-854-252,WO 2009/096716 A2,FOLDABLE BOWL FOR INSTANT NOODLES AND FABRICATION METHOD THEREOF,,,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_hwang_plasma_torch,065-034-654-386-357,WO 2016/159447 A1,PLASMA TORCH,,HWANG WON-GYU,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_hwang_yeol_agricultural_balloon_chemicals_spraying_using,183-693-501-973-400,WO 1993/000804 A1,METHOD AND DEVICE FOR SPRAYING AGRICULTURAL CHEMICALS USING BALLOON,,,PENDING,medical_device,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_hyun_kang_generator_power_wind,055-309-365-016-605,ZA 201008526 B,WIND POWER GENERATOR,,HEO HYUN-KANG,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_hyun_park_capable_construction_control_quality_retrofit_se,009-358-246-535-747,PH 12016501288 A1,C.G.S CONSTRUCTION METHOD CAPABLE OF SEISMIC RETROFIT AND QUALITY CONTROL,,SUB SIM DOO;;HYUN PARK JI,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_hyun_park_chart_control_controlling_injection_obtaining_qu,037-584-401-443-238,PH 12016501287 A1,DEVICE FOR OBTAINING C.G.S INJECTION CONTROL CHART FOR SEISMIC RETROFITTING AND CONTROLLING QUALITY,,SUB SIM DOO;;HYUN PARK JI,ACTIVE,medical_device,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_hyundai_electronics_alumiinioksidikalvon_menetelm_puolijohdelaittees,088-657-801-991-764,FI 120118 B,Menetelmä puolijohdelaitteessa käytettävän alumiinioksidikalvon valmistamiseksi,,LIM CHAN;;KIM KYONG-MIN;;YU YONG-SIK,EXPIRED,platform,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_hyundai_electronics_broadcasting_circuit_control_deviation_receiver,027-108-310-752-027,GB 2240675 A,A video deviation control circuit for a satellite broadcasting receiver,,PARK EUI KWON,DISCONTINUED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_hyundai_electronics_capacitor_doped_dram_having_side_stacked_structu,091-241-811-099-779,GB 2223623 A,Dram having a side wall doped trench and stacked capacitor structure,,YOON HAN SUB;;OM JAE CHUL;;KIM JAE WON;;CHUNG IN SOOL;;KIM JIN HYUNG,EXPIRED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_hyundai_electronics_capacitors_cell_dram_stacked_trench,188-263-175-493-621,GB 2223623 B,DRAM CELL WITH TRENCH STACKED CAPACITORS,,YOON HAN SUB;;OM JAE CHUL;;KIM JAE WON;;CHUNG IN SOOL;;KIM JIN HYUNG,EXPIRED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_hyundai_electronics_cavity_during_manufacture_material_plasma_removi,051-900-579-236-729,GB 2244957 B,Method for removing residual material from a cavity during the manufacture of a semiconductor device by utilizing plasma scattering,,HAE SUNG PARK;;SANG IK KIM;;SEA CHUNG KIM;;KYE SOON PARK;;JIN GOO PARK,EXPIRED,medical_device,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_hyundai_electronics_cavity_during_manufacture_material_plasma_removi,163-436-081-794-437,GB 2244957 A,Removing residual material from a cavity during the manufacture of a semiconductor device by utilising plasma scattering,,HAE SUNG PARK;;SANG IK KIM;;SEA CHUNG KIM;;KYE SOON PARK;;JIN GOO PARK,EXPIRED,medical_device,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_hyundai_electronics_controller_motor,185-864-176-445-810,CA 2060260 A1,DC MOTOR CONTROLLER,,PARK CHAN H,DISCONTINUED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_hyundai_electronics_phone,111-764-570-362-746,GB 2239579 B,A car phone,,CHOI MUN CHEOL;;PARK CHAN HYUN;;KIM JONG HAN;;SHIN JOONG SEOB,EXPIRED,platform,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_hyundai_electronics_phone,029-898-713-323-851,GB 2239579 A,A car phone,,CHOI MUN CHEOL;;PARK CHAN HYUN;;KIM JONG HAN;;SHIN JOONG SEOB,EXPIRED,platform,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_hyundai_elevator_elevator_maintenance_mobile_phone_remote_using,168-122-853-594-305,IN 3114MU2013 A,SYSTEM FOR REMOTE MAINTENANCE OF ELEVATOR USING MOBILE PHONE,,SONG DAL-HYUN,PENDING,platform,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_hyundai_motor_cooling_heating_holder,114-310-818-795-960,IN 2936DE2014 A,HEATING AND COOLING CUP HOLDER,,OH MAN JU;;KIM JAE WOONG;;PARK JAE WOO;;KIM JAE HOON,PENDING,platform,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_hyundai_motor_cooling_heating_holder,048-696-502-037-218,IN 2935DE2014 A,HEATING AND COOLING CUP HOLDER,,OH MAN JU;;KIM JAE WOONG;;PARK JAE WOO;;KIM JAE HOON,PENDING,platform,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_hyundai_pharm_composi_farmac_matriz_utica,034-432-021-907-799,BR PI1005440 A2,composição farmacêutica de matriz,,AHN JAE-SOON;;RHEE JAE-KEOL;;KAM SUNG-HOON,DISCONTINUED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_illuminoss_medical_alinhamento_dispositivos_distra_estabiliza_para,036-180-870-216-321,BR 112012003783 A2,"dispositivos e métodos para alinhamento, estabilização e distração óssea",,O'LEARY ANTHONY W;;WEISS ARNOLD-PETER C;;BAINBRIDGE LIONEL C;;CHANG NARISSA Y;;RABINER ROBERT A,DISCONTINUED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_illuminoss_medical_coloca_dispositivo_fixa_implantes_intramedulares,174-366-675-119-760,BR 112012011132 A2,implantes intramedulares tendo colocação de dispositivo de fixação variável,,COLLERAN DENNIS P;;RABINER ROBERT A,DISCONTINUED,medical_device,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_illuminoss_medical_condi_espinha_estabiliza_fotodin_micos_para_sist,136-195-295-933-54X,BR PI1015207 A2,sistemas e métodos de estabilização óssea fotodinâmicos para tratar de condições da espinha,,COLLERAN DENNIS P;;DYE JUSTIN G;;RABINER ROBERT A,DISCONTINUED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_illuminoss_medical_distribui_estabiliza_fotodin_medicamentos_mica_s,132-530-291-798-811,BR 112012033018 A2,estabilização óssea fotodinâmica e sistemas de distribuição de medicamentos,,RADER RICHARD SCOTT;;RABINER ROBERT A,DISCONTINUED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_industry_foundation_elements_generators_growth_phase_physical_portab,061-444-242-378-330,WO 2009/091179 A1,PORTABLE PHYSICAL THERAPY DEVICE FOR PROMOTING GROWTH WITH TWO-PHASE ULTRASONIC VIBRATION GENERATORS AND LED ELEMENTS,,,PENDING,medical_device,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_industry_foundation_elements_generators_growth_phase_physical_portab,035-651-230-623-975,WO 2009/091181 A1,PORTABLE PHYSIS-STIMULATING DEVICE FOR PROMOTING GROWTH WITH TWO-PHASE ULTRASONIC VIBRATION GENERATORS AND LED ELEMENTS,,,PENDING,medical_device,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_inix_hyoung_hair_laser_loss,011-934-089-923-192,ZA 201007939 B,LASER HAIR-LOSS TREATMENT DEVICE,,TAE HYOUNG KIM,ACTIVE,medical_device,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_intermotor_alternative_combustione_come_compressori_delle_d,067-818-975-718-410,IT 8546816 A0,"DISPOSITIVO A RUOTISMO IPOCICLOIDALE PER L'EQUILIBRATURA DELLE FORZE ALTERNATIVE DEL PRIMO ORDINE DELLEMACCHINE ALTERNATIVE IN GENERE,COME I MOTORI A COMBUSTIONE INTERNA E I COMPRESSORI",,CAPUTO CARMELO,EXPIRED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_iori_maurizio_aethina_beetle_external_trap_tumida,192-080-134-092-349,WO 2016/157232 A1,EXTERNAL TRAP FOR THE BEETLE AETHINA TUMIDA,,IORI MAURIZIO,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_iorio_paul_biofiltration_stormwater,089-209-303-701-151,WO 2017/027644 A1,STORMWATER BIOFILTRATION SYSTEM AND METHOD,,IORIO PAUL ANTHONY,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_james_gallagher_alta_ambientes_estrutura_manufatura_mesma_para_p,194-354-462-146-674,BR 102014010863 A2,estrutura tubular para uso em ambientes de alta pressão e método de manufatura da mesma,,GALLAGHER JAMES L,INACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_james_golinveaux_addressing_ceiling_fire_occupancy_only_sprinkler,041-002-735-394-255,US 7942207 B2,Ceiling-only dry sprinkler systems and methods for addressing a storage occupancy fire,,,UNKNOWN,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_jamie_mitri_filtration_relief_therapeutic,181-588-476-693-919,US 12631352 B2,System and method for air filtration and therapeutic relief,,Jamie Mitri,UNKNOWN,therapeutic,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_jenesis_surgical_comisura_endopr_lvula_tesis_todos_vascular,054-767-845-608-345,CR 20150531 A,VÁLVULA DE ENDOPRÓTESIS VASCULAR CON COMISURA Y MÉTODOS,,WHITE JENNIFER K,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_jenesis_surgical_kommissurklapstents_leddelte,155-867-360-400-44X,DK 2967834 T3,LEDDELTE KOMMISSURKLAPSTENTS,,WHITE JENNIFER K,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_jinwoong_anslutningsdon_foer_kupoltyp_roerformiga_staenge,137-039-549-727-255,FI 890969 A0,ANSLUTNINGSDON FOER ROERFORMIGA STAENGER I TAELT AV KUPOLTYP.,,LEE YOUNJAE,DISCONTINUED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_jinwoong_aufnahme_eines_enden_kuppelzeltes_stabteilen_ver,011-135-374-256-180,AT 392316 B,VERBINDUNGSSTUECK ZUR AUFNAHME DER ENDEN VON STABTEILEN EINES KUPPELZELTES,,,EXPIRED,platform,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_jinwoong_connector_pole_tent,084-926-004-001-470,GB 2226831 B,TENT POLE CONNECTOR,,LEE YOUNJAE,EXPIRED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_jinwoong_connector_poles_tent,172-782-093-183-455,GB 2226831 A,Tent poles connector,,LEE YOUNJAE,EXPIRED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_john_neiderman_apparatus_contaminants_reflow_removing,161-175-074-233-871,US 7981178 B2,Method and apparatus for removing contaminants from a reflow apparatus,,,UNKNOWN,digital_therapeutic,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_jong_joon_automatic_continuous_epicyclic_transmission,023-907-161-474-080,GB 2258504 A,CONTINUOUS EPICYCLIC AUTOMATIC TRANSMISSION,,RA JONG OH;;LIM JOON YOUNG;;YOO WAN MOO,EXPIRED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_jong_joon_automatic_continuous_planetary_transmission,110-798-242-881-984,GB 2258279 A,CONTINUOUS AUTOMATIC PLANETARY TRANSMISSION,,RA JONG OH;;LIM JOON YOUNG;;YOO WAN MOO,EXPIRED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
