case_id,display_name,target,indication,opportunity_type,company,slater_invested,development_stage,required_roles,required_specialties,clinical_tags,target_timeline_weeks,budget_ceiling_usd,capital_gap_usd,ri_institution,ri_ip_source,ri_notes,ri_physician_lead,conflict_tags,llm_inferred_label,llm_label_method,source_type,mocked,confidence_0_1
auto_ri_owner_dialing_mobile_phone_telephone,METHOD FOR TELEPHONE DIALING AND MOBILE Technology Platform Opportunity,METHOD FOR TELEPHONE DIALING AND MOBILE PHONE,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:063-297-487-365-007,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,METHOD FOR TELEPHONE DIALING AND MOBILE Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_ri_owner_conductive_electrically_element_film_heating_she,SHEET HEATING ELEMENT AND ELECTRICALLY CONDUCTIVE Technology Platform Opportunity,SHEET HEATING ELEMENT AND ELECTRICALLY CONDUCTIVE THIN FILM,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:051-354-230-572-302,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,SHEET HEATING ELEMENT AND ELECTRICALLY CONDUCTIVE Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_ri_owner_information_pushing_reminding_station,STATION REMINDING METHOD AND INFORMATION PUSHING Technology Platform Opportunity,STATION REMINDING METHOD AND INFORMATION PUSHING SYSTEM,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:044-595-886-288-818,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,STATION REMINDING METHOD AND INFORMATION PUSHING Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_ri_owner_according_adjusting_music_player_playing_running,METHOD FOR ADJUSTING MUSIC PLAYING SPEED Technology Platform Opportunity,"METHOD FOR ADJUSTING MUSIC PLAYING SPEED ACCORDING TO RUNNING SPEED, AND MUSIC P",RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:102-699-921-023-70X,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,METHOD FOR ADJUSTING MUSIC PLAYING SPEED Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_ri_owner_according_music_player_playing_rhythm_running,METHOD FOR PLAYING MUSIC ACCORDING RUNNING Technology Platform Opportunity,"METHOD FOR PLAYING MUSIC ACCORDING TO RUNNING RHYTHM, AND MUSIC PLAYER",RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:038-597-391-807-913,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,METHOD FOR PLAYING MUSIC ACCORDING RUNNING Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_ri_owner_charger_high_power_smart,HIGH POWER SMART CHARGER Technology Platform Opportunity,HIGH-POWER SMART CHARGER,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:051-921-152-596-47X,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,HIGH POWER SMART CHARGER Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_ri_owner_circuit_control_module_smart,SMART CONTROL MODULE CIRCUIT Technology Platform Opportunity,SMART CONTROL MODULE CIRCUIT,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:020-447-059-956-645,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,SMART CONTROL MODULE CIRCUIT Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_ri_owner_antena_diferentes_dispostos_elementos_instala_me,todo instala elementos radia dispostos planos Technology Platform Opportunity,método de instalação de elementos de radiação dispostos em planos diferentes e a,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:092-472-650-573-314,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,todo instala elementos radia dispostos planos Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_ri_owner_llevinger_variable_vindkraftgenerator_vindm,Vindkraftgenerator med variable vindm llevinger Technology Platform Opportunity,Vindkraftgenerator med variable vindmøllevinger,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:062-246-449-948-029,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,Vindkraftgenerator med variable vindm llevinger Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_ri_owner_blade_efficiency_generation_generator_increased,VARIABLE BLADE TYPE TIDAL AND WIND Technology Platform Opportunity,VARIABLE BLADE TYPE TIDAL AND WIND POWER GENERATOR WITH INCREASED GENERATION EFF,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:085-266-254-965-032,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,VARIABLE BLADE TYPE TIDAL AND WIND Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_ri_owner_ngslede_vindm_vinger,Vindm lle med ngslede vinger Technology Platform Opportunity,Vindmølle med hængslede vinger,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:145-170-670-762-865,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,Vindm lle med ngslede vinger Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_ri_owner_acoplado_aletas_aparato_calor_contiene_disipacio,Aparato iluminacion led que contiene panel Technology Platform Opportunity,Aparato de iluminacion led que contiene: un panel de soporte que tiene una plura,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:053-717-746-618-837,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,Aparato iluminacion led que contiene panel Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_ri_owner_activating_block_ecological,ECOLOGICAL ACTIVATING BLOCK Technology Platform Opportunity,ECOLOGICAL ACTIVATING BLOCK,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:051-935-372-229-767,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,ECOLOGICAL ACTIVATING BLOCK Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_ri_owner_catalytic_converter_seal_therefor,SEAL FOR CATALYTIC CONVERTER AND METHOD Technology Platform Opportunity,SEAL FOR CATALYTIC CONVERTER AND METHOD THEREFOR,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:000-717-607-157-732,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,SEAL FOR CATALYTIC CONVERTER AND METHOD Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_ri_owner_carrier_collapsible_selectively_self_soft_suppor,SELF SUPPORTING SELECTIVELY COLLAPSIBLE SOFT WALLED Technology Platform Opportunity,"SELF SUPPORTING, SELECTIVELY COLLAPSIBLE SOFT-WALLED CARRIER",RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:010-139-042-318-180,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,SELF SUPPORTING SELECTIVELY COLLAPSIBLE SOFT WALLED Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_ri_owner_automatic_fingerprint_identification_minutiae,NON MINUTIAE AUTOMATIC FINGERPRINT IDENTIFICATION SYSTEM Technology Platform Opportunity,NON-MINUTIAE AUTOMATIC FINGERPRINT IDENTIFICATION SYSTEM AND METHODS,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:156-466-755-857-072,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,NON MINUTIAE AUTOMATIC FINGERPRINT IDENTIFICATION SYSTEM Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_russell_beam_brakes_clutches_friction_mounted_pads,BEAM MOUNTED FRICTION PADS FOR USE Technology Platform Opportunity,BEAM MOUNTED FRICTION PADS FOR USE IN FRICTION BRAKES AND CLUTCHES.,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:177-817-489-694-381,Deduped patent family (2 of 3 records); review scope and naming.,TBD,,BEAM MOUNTED FRICTION PADS FOR USE Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_russell_assembly_roller_sealed,SEALED ROLLER ASSEMBLY Technology Platform Opportunity,SEALED ROLLER ASSEMBLY.,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:053-790-913-621-963,Deduped patent family (2 of 3 records); review scope and naming.,TBD,,SEALED ROLLER ASSEMBLY Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_russell_assemblies_beam_bearing_bearings_having_hydrodyn,HYDRODYNAMIC BEARINGS HAVING BEAM MOUNTED BEARING Technology Platform Opportunity,HYDRODYNAMIC BEARINGS HAVING BEAM MOUNTED BEARING PADS AND SEALED BEARING ASSEMB,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:099-893-956-172-281,Deduped patent family (2 of 3 records); review scope and naming.,TBD,,HYDRODYNAMIC BEARINGS HAVING BEAM MOUNTED BEARING Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_russell_belt_drive_train_vacuum,VACUUM BELT DRIVE TRAIN Technology Platform Opportunity,VACUUM BELT DRIVE TRAIN.,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:146-646-759-711-340,Deduped patent family (2 of 2 records); review scope and naming.,TBD,,VACUUM BELT DRIVE TRAIN Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_russell_disk_drive_motor_profile,LOW PROFILE DISK DRIVE MOTOR Technology Platform Opportunity,LOW-PROFILE DISK DRIVE MOTOR.,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:100-560-165-564-770,Deduped patent family (2 of 2 records); review scope and naming.,TBD,,LOW PROFILE DISK DRIVE MOTOR Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_russell_assembly_beam_bearing_including_mounted_position,SELF POSITIONING BEAM MOUNTED BEARING AND Technology Platform Opportunity,SELF POSITIONING BEAM MOUNTED BEARING AND BEARING AND SHAFT ASSEMBLY INCLUDING T,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:020-783-351-260-648,Deduped patent family (2 of 2 records); review scope and naming.,TBD,,SELF POSITIONING BEAM MOUNTED BEARING AND Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_russell_cavity_drive_progressive_train,PROGRESSIVE CAVITY DRIVE TRAIN Technology Platform Opportunity,PROGRESSIVE CAVITY DRIVE TRAIN.,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:199-264-093-966-978,Deduped patent family (2 of 2 records); review scope and naming.,TBD,,PROGRESSIVE CAVITY DRIVE TRAIN Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_russell_bearing_characteristic_thrust_variable,VARIABLE CHARACTERISTIC THRUST BEARING Technology Platform Opportunity,VARIABLE CHARACTERISTIC THRUST BEARING,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:011-086-087-440-454,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,VARIABLE CHARACTERISTIC THRUST BEARING Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
