template_id,opportunity_type,study_type,primary_endpoint_type,duration_weeks,cost_usd,required_specialties,required_roles,expected_inflection_weight_0_1,mocked,source_type
ctg_nct05626322,therapeutic,interventional,safety,90,50000,oncology|pathology,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct05625373,therapeutic,interventional,functional_or_symptom,96,166320,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct05624450,therapeutic,interventional,functional_or_symptom,183,15911280,critical care|infectious disease|emergency medicine,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct05617014,platform,observational,functional_or_symptom,216,2851200,hospital medicine|primary care,reviewer|advisor|investigator,0.45,false,ctgov_ri_history_csv
ctg_nct05616806,digital_therapeutic,interventional,functional_or_symptom,78,50000,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05615870,platform,interventional,functional_or_symptom,88,685046,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05613231,digital_therapeutic,interventional,functional_or_symptom,76,77169,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05608044,therapeutic,interventional,clinical_outcome,352,926640,oncology|pathology,reviewer|investigator|pilot_designer,0.75,false,ctgov_ri_history_csv
ctg_nct05607784,digital_therapeutic,observational,functional_or_symptom,30,50000,hospital medicine|primary care,reviewer|advisor|investigator,0.45,false,ctgov_ri_history_csv
ctg_nct05605093,therapeutic,interventional,functional_or_symptom,148,3337487,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct05600777,therapeutic,interventional,clinical_outcome,223,5405400,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct05599620,digital_therapeutic,interventional,functional_or_symptom,162,272448,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05599425,digital_therapeutic,interventional,functional_or_symptom,48,64984,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05599191,therapeutic,interventional,clinical_outcome,187,4573800,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct05597839,therapeutic,interventional,clinical_outcome,143,95040,oncology|pathology,reviewer|investigator|pilot_designer,0.75,false,ctgov_ri_history_csv
ctg_nct05596734,therapeutic,interventional,clinical_outcome,60,2586692,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.75,false,ctgov_ri_history_csv
ctg_nct05595629,digital_therapeutic,interventional,functional_or_symptom,42,170584,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05595486,digital_therapeutic,interventional,biomarker,141,2033856,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.50,false,ctgov_ri_history_csv
ctg_nct05591118,medical_device,interventional,biomarker,211,2772000,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.85,false,ctgov_ri_history_csv
ctg_nct05585775,digital_therapeutic,interventional,biomarker,195,240768,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.50,false,ctgov_ri_history_csv
ctg_nct05584670,therapeutic,interventional,clinical_outcome,291,2146320,oncology|pathology,reviewer|investigator|pilot_designer,0.75,false,ctgov_ri_history_csv
ctg_nct05579977,therapeutic,interventional,functional_or_symptom,47,1793592,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct05579600,digital_therapeutic,interventional,functional_or_symptom,152,143051040,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05579366,therapeutic,interventional,clinical_outcome,251,3500640,oncology|pathology,reviewer|investigator|pilot_designer,0.75,false,ctgov_ri_history_csv
ctg_nct05575375,digital_therapeutic,interventional,feasibility,121,136224,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05575076,therapeutic,interventional,safety,116,5993064,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct05572970,therapeutic,expanded_access,functional_or_symptom,26,50000,oncology|pathology,reviewer|advisor|investigator,0.45,false,ctgov_ri_history_csv
ctg_nct05568888,therapeutic,interventional,clinical_outcome,83,6715466,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct05567796,therapeutic,interventional,functional_or_symptom,206,18849600,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct05566639,therapeutic,interventional,clinical_outcome,68,90631132,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct05564390,diagnostic,interventional,feasibility,256,7920000,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct05564377,diagnostic,interventional,functional_or_symptom,377,11484000,oncology|pathology,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct05563220,therapeutic,interventional,clinical_outcome,309,1722600,oncology|pathology,reviewer|investigator|pilot_designer,0.75,false,ctgov_ri_history_csv
ctg_nct05562427,digital_therapeutic,interventional,functional_or_symptom,234,475200,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05561387,therapeutic,interventional,clinical_outcome,398,2827440,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct05554406,therapeutic,interventional,functional_or_symptom,131,1326600,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct05554380,therapeutic,interventional,clinical_outcome,153,130680,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.75,false,ctgov_ri_history_csv
ctg_nct05554367,therapeutic,interventional,clinical_outcome,141,788040,oncology|pathology,reviewer|investigator|pilot_designer,0.75,false,ctgov_ri_history_csv
ctg_nct05554328,therapeutic,interventional,clinical_outcome,283,653400,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.75,false,ctgov_ri_history_csv
ctg_nct05552976,therapeutic,interventional,clinical_outcome,341,3359663,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct05552157,therapeutic,interventional,biomarker,509,1552320,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.85,false,ctgov_ri_history_csv
ctg_nct05551780,medical_device,interventional,safety,92,404800,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05548426,therapeutic,interventional,functional_or_symptom,148,95040,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct05548296,diagnostic,interventional,clinical_outcome,274,1587960,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.75,false,ctgov_ri_history_csv
ctg_nct05544019,therapeutic,interventional,safety,238,310464,oncology|pathology,reviewer|investigator|pilot_designer,0.50,false,ctgov_ri_history_csv
ctg_nct05543681,therapeutic,interventional,functional_or_symptom,198,649440,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct05543616,therapeutic,interventional,clinical_outcome,199,23794848,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct05540704,digital_therapeutic,interventional,functional_or_symptom,230,744480,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05540652,digital_therapeutic,interventional,feasibility,18,50000,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05540522,therapeutic,interventional,clinical_outcome,78,211545180,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct05540067,digital_therapeutic,interventional,functional_or_symptom,187,950400,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct05538897,therapeutic,interventional,clinical_outcome,200,380160,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.75,false,ctgov_ri_history_csv
ctg_nct05538624,therapeutic,interventional,clinical_outcome,69,50000,oncology|pathology,reviewer|investigator|pilot_designer,0.75,false,ctgov_ri_history_csv
ctg_nct05531656,therapeutic,interventional,functional_or_symptom,196,2138400,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct05531526,therapeutic,interventional,functional_or_symptom,257,8510040,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct05528380,digital_therapeutic,interventional,biomarker,141,50688,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.50,false,ctgov_ri_history_csv
ctg_nct05527184,therapeutic,interventional,safety,211,811008,oncology|pathology,reviewer|investigator|pilot_designer,0.50,false,ctgov_ri_history_csv
ctg_nct05526716,therapeutic,interventional,clinical_outcome,38,2430830,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct05519449,therapeutic,interventional,safety,324,861696,oncology|pathology,reviewer|investigator|pilot_designer,0.50,false,ctgov_ri_history_csv
ctg_nct05517421,therapeutic,interventional,functional_or_symptom,155,632016,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct05514054,therapeutic,interventional,clinical_outcome,490,44352000,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct05513690,platform,interventional,functional_or_symptom,106,82368,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05512143,medical_device,interventional,functional_or_symptom,206,95040,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05509218,digital_therapeutic,interventional,functional_or_symptom,66,339544,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05509023,therapeutic,interventional,safety,113,403920,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct05505734,therapeutic,interventional,clinical_outcome,102,13948703,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct05503797,therapeutic,interventional,clinical_outcome,200,1005840,oncology|pathology,reviewer|investigator|pilot_designer,0.75,false,ctgov_ri_history_csv
ctg_nct05491941,platform,interventional,clinical_outcome,260,31680000,critical care|infectious disease|emergency medicine,reviewer|investigator|pilot_designer,0.55,false,ctgov_ri_history_csv
ctg_nct05490212,platform,observational,functional_or_symptom,243,9504000,critical care|infectious disease|emergency medicine,reviewer|advisor|investigator,0.45,false,ctgov_ri_history_csv
ctg_nct05489588,medical_device,interventional,safety,417,522720,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05485961,therapeutic,interventional,biomarker,343,12806640,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.85,false,ctgov_ri_history_csv
ctg_nct05483127,medical_device,interventional,functional_or_symptom,6,161568,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05480384,therapeutic,interventional,safety,146,50000,oncology|pathology,reviewer|investigator|pilot_designer,0.65,false,ctgov_ri_history_csv
ctg_nct05477524,therapeutic,interventional,clinical_outcome,183,69555024,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct05470478,medical_device,interventional,functional_or_symptom,54,50000,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05470387,therapeutic,interventional,functional_or_symptom,58,79013,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct05468489,therapeutic,interventional,functional_or_symptom,267,1108800,oncology|pathology,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct05465122,digital_therapeutic,observational,functional_or_symptom,190,4713984,hospital medicine|primary care,reviewer|advisor|investigator,0.45,false,ctgov_ri_history_csv
ctg_nct05464420,therapeutic,interventional,clinical_outcome,40,5122276,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.90,false,ctgov_ri_history_csv
ctg_nct05464030,therapeutic,interventional,safety,220,633600,oncology|pathology,reviewer|investigator|pilot_designer,0.50,false,ctgov_ri_history_csv
ctg_nct05463731,therapeutic,interventional,functional_or_symptom,197,9241848,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct05463068,therapeutic,interventional,functional_or_symptom,7,1683528,critical care|infectious disease|emergency medicine,reviewer|investigator|pilot_designer,0.80,false,ctgov_ri_history_csv
ctg_nct05462704,therapeutic,interventional,biomarker,219,1663199,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.85,false,ctgov_ri_history_csv
ctg_nct05461742,digital_therapeutic,interventional,functional_or_symptom,35,50000,hospital medicine|primary care,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
ctg_nct05458037,digital_therapeutic,interventional,functional_or_symptom,322,475200,pain medicine|neurology,reviewer|investigator|pilot_designer,0.45,false,ctgov_ri_history_csv
